年月日,時分,採水位置,水温 (℃),ｐＨ,ＤＯ (mg/l),導電率 (ms/m),濁度 (度),ＣＯＤ (mg/l)
2020/05/07,20:00,流心,20.6,7.2,7.7,25.2,14.6,5.8
2020/05/07,21:00,流心,20.5,7.2,7.7,25.1,14.6,5.8
2020/05/07,22:00,流心,20.0,7.1,7.4,25.9,12.2,5.7
2020/05/07,23:00,流心,20.0,7.1,7.5,26.3,12.0,5.8
2020/05/07,24:00,流心,19.7,7.1,7.3,26.2,10.6,5.8
2020/05/08,01:00,流心,19.6,7.1,7.6,25.9,11.2,6.0
2020/05/08,02:00,流心,19.2,7.1,7.3,25.9,10.0,5.6
2020/05/08,03:00,流心,19.2,7.1,7.3,26.4,10.6,6.0
2020/05/08,04:00,流心,19.0,7.0,7.0,26.8,9.8,6.0
2020/05/08,05:00,流心,19.0,7.0,7.4,27.9,10.4,6.0
2020/05/08,06:00,流心,18.8,7.0,7.0,27.8,10.0,6.2
2020/05/08,07:00,流心,18.8,7.0,7.4,28.3,10.2,6.2
2020/05/08,08:00,流心,19.0,7.1,7.4,28.2,10.0,6.8
2020/05/08,09:00,流心,19.4,7.1,8.2,28.8,10.0,6.4
2020/05/08,10:00,流心,20.3,7.1,8.2,28.9,10.2,6.4
2020/05/08,11:00,流心,20.5,7.1,8.8,29.0,11.0,6.2
2020/05/08,12:00,流心,20.9,7.1,8.5,29.7,11.2,6.6
2020/05/08,13:00,流心,21.6,7.2,9.0,29.3,12.6,6.5
2020/05/08,14:00,流心,22.1,7.2,8.7,29.9,10.6,6.6
2020/05/08,15:00,流心,22.5,7.2,8.9,30.9,12.2,6.7
2020/05/08,16:00,流心,22.4,7.2,8.7,31.1,10.4,6.7
2020/05/08,17:00,流心,22.6,7.3,8.8,30.8,11.6,6.7
2020/05/08,18:00,流心,22.3,7.3,8.5,31.3,9.8,6.7
2020/05/08,19:00,流心,21.9,7.2,8.2,31.9,9.8,6.8
2020/05/08,20:00,流心,21.4,7.2,7.5,31.3,9.2,6.7
2020/05/08,21:00,流心,21.4,7.2,7.2,31.2,9.4,6.5
2020/05/08,22:00,流心,21.0,7.2,6.8,31.4,8.4,6.5
2020/05/08,23:00,流心,21.0,7.1,6.9,31.2,8.8,6.4
2020/05/08,24:00,流心,20.8,7.1,6.6,31.2,8.4,6.5
2020/05/09,01:00,流心,20.7,7.1,6.8,31.4,8.6,6.4
2020/05/09,02:00,流心,20.2,7.1,6.7,31.7,8.4,6.5
2020/05/09,03:00,流心,20.2,7.1,6.8,31.1,8.8,6.3
2020/05/09,04:00,流心,19.8,7.1,6.7,31.6,8.0,6.2
2020/05/09,05:00,流心,20.0,7.1,6.8,32.6,8.4,6.1
2020/05/09,06:00,流心,19.8,7.1,6.4,33.4,8.6,6.4
2020/05/09,07:00,流心,20.0,7.1,6.7,33.7,8.8,6.5
2020/05/09,08:00,流心,20.0,7.1,6.8,33.9,8.6,6.8
2020/05/09,09:00,流心,20.2,7.1,7.7,33.4,9.0,6.8
2020/05/09,10:00,流心,20.2,7.1,7.7,33.0,9.0,6.8
2020/05/09,11:00,流心,20.6,7.2,8.0,32.3,10.4,6.8
2020/05/09,12:00,流心,20.4,7.1,8.0,31.9,9.6,6.9
2020/05/09,13:00,流心,20.6,7.2,8.3,31.4,10.8,6.6
2020/05/09,14:00,流心,20.5,7.2,8.4,31.2,10.0,6.4
2020/05/09,15:00,流心,20.6,7.2,8.6,31.0,11.4,6.7
2020/05/09,16:00,流心,20.2,7.2,8.3,30.7,10.0,6.6
2020/05/09,17:00,流心,20.2,7.2,8.2,30.3,10.0,6.3
2020/05/09,18:00,流心,19.8,7.2,7.9,30.1,9.6,6.3
2020/05/09,19:00,流心,19.8,7.2,7.8,30.2,9.4,6.2
2020/05/09,20:00,流心,19.6,7.2,7.5,30.4,8.6,6.0
2020/05/09,21:00,流心,19.6,7.1,7.4,31.6,9.6,5.7
2020/05/09,22:00,流心,19.4,7.1,7.0,31.9,8.4,6.0
2020/05/09,23:00,流心,19.4,7.1,7.3,33.4,9.0,5.9
2020/05/09,24:00,流心,19.2,7.1,6.9,33.9,8.4,5.6
2020/05/10,01:00,流心,19.4,7.1,7.2,34.4,8.8,5.7
2020/05/10,02:00,流心,19.0,7.1,6.8,34.3,8.4,5.6
2020/05/10,03:00,流心,19.2,7.1,7.2,33.9,9.0,5.5
2020/05/10,04:00,流心,18.8,7.1,7.0,33.3,8.2,5.3
2020/05/10,05:00,流心,19.0,7.1,7.2,32.4,9.0,5.2
2020/05/10,06:00,流心,18.6,7.0,6.8,32.4,8.8,5.3
2020/05/10,07:00,流心,19.0,7.1,7.2,31.7,9.8,5.3
2020/05/10,08:00,流心,18.6,7.0,6.8,31.4,9.0,5.0
2020/05/10,09:00,流心,19.0,7.1,7.5,29.9,10.4,5.7
2020/05/10,10:00,流心,18.8,7.1,7.5,28.5,10.6,5.3
2020/05/10,11:00,流心,19.2,7.1,8.1,27.1,13.2,5.4
2020/05/10,12:00,流心,19.2,7.1,7.8,26.6,14.0,5.5
2020/05/10,13:00,流心,19.4,7.1,8.0,27.4,15.2,5.4
2020/05/10,14:00,流心,19.4,7.1,7.4,27.1,14.0,5.7
2020/05/10,15:00,流心,19.4,7.1,7.6,27.4,15.2,5.8
2020/05/10,16:00,流心,19.4,7.1,7.3,26.5,13.8,5.7
2020/05/10,17:00,流心,19.4,7.1,7.8,25.7,14.2,5.2
2020/05/10,18:00,流心,19.4,7.1,7.4,24.8,13.0,5.2
2020/05/10,19:00,流心,19.2,7.1,7.6,24.6,12.4,5.0
2020/05/10,20:00,流心,19.2,7.1,7.2,24.5,10.2,4.8
2020/05/10,21:00,流心,19.2,7.1,7.6,24.2,10.6,4.7
2020/05/10,22:00,流心,19.0,7.0,7.4,23.9,9.6,4.5
2020/05/10,23:00,流心,19.2,7.1,7.6,23.3,9.8,4.5
2020/05/10,24:00,流心,18.9,7.0,7.4,23.1,9.4,4.3
2020/05/11,01:00,流心,19.0,7.0,7.8,23.0,9.6,4.3
2020/05/11,02:00,流心,18.8,7.0,7.6,23.1,9.6,4.2
2020/05/11,03:00,流心,18.8,7.0,7.6,22.8,11.8,4.5
2020/05/11,04:00,流心,18.7,7.0,7.4,22.2,13.0,4.5
2020/05/11,05:00,流心,18.8,7.0,7.4,21.7,16.4,5.0
2020/05/11,06:00,流心,18.6,7.0,6.9,21.5,16.4,5.2
2020/05/11,07:00,流心,18.8,7.0,7.0,21.5,18.4,5.6
2020/05/11,08:00,流心,19.0,7.0,7.1,21.5,16.0,5.6
2020/05/11,09:00,流心,19.6,7.0,7.7,21.4,16.8,5.8
2020/05/11,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/11,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/11,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/11,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/11,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/11,15:00,流心,23.0,7.1,8.1,20.3,10.6,4.6
2020/05/11,16:00,流心,23.2,7.2,8.2,20.1,11.4,4.8
2020/05/11,17:00,流心,23.1,7.1,7.8,20.0,10.0,4.8
2020/05/11,18:00,流心,22.8,7.1,7.8,19.9,10.6,4.8
2020/05/11,19:00,流心,22.4,7.1,7.3,20.0,9.6,4.8
2020/05/11,20:00,流心,22.3,7.1,7.2,20.0,9.6,4.7
2020/05/11,21:00,流心,21.9,7.0,6.7,20.1,9.0,4.8
2020/05/11,22:00,流心,21.9,7.0,6.9,20.3,9.2,5.0
2020/05/11,23:00,流心,21.4,7.0,6.4,20.3,9.0,4.6
2020/05/11,24:00,流心,21.4,7.0,6.6,20.4,9.2,4.7
2020/05/12,01:00,流心,21.0,7.0,6.3,20.5,9.2,4.8
2020/05/12,02:00,流心,20.8,7.0,6.7,20.7,9.6,4.8
2020/05/12,03:00,流心,20.4,7.0,6.4,20.7,9.8,5.0
2020/05/12,04:00,流心,20.5,7.0,6.7,21.0,12.0,5.0
2020/05/12,05:00,流心,20.0,6.9,6.4,21.2,11.8,4.8
2020/05/12,06:00,流心,20.1,6.9,6.7,21.7,13.6,4.8
2020/05/12,07:00,流心,20.0,6.9,6.6,21.8,13.2,4.9
2020/05/12,08:00,流心,20.2,7.0,7.3,22.5,14.8,5.0
2020/05/12,09:00,流心,20.8,7.0,7.3,22.7,14.4,5.1
2020/05/12,10:00,流心,21.4,7.0,7.9,23.0,15.4,5.0
2020/05/12,11:00,流心,22.0,7.0,7.7,23.6,15.2,5.2
2020/05/12,12:00,流心,22.8,7.0,7.9,24.0,15.8,5.4
2020/05/12,13:00,流心,23.0,7.0,7.7,24.1,14.4,5.6
2020/05/12,14:00,流心,23.6,7.0,8.1,24.1,16.0,5.2
2020/05/12,15:00,流心,23.8,7.0,7.9,24.0,13.8,5.5
2020/05/12,16:00,流心,23.8,7.1,8.0,24.3,14.8,5.2
2020/05/12,17:00,流心,23.6,7.1,7.8,24.6,13.4,5.4
2020/05/12,18:00,流心,23.7,7.1,7.9,24.8,15.2,5.3
2020/05/12,19:00,流心,23.4,7.1,7.3,25.4,13.2,5.4
2020/05/12,20:00,流心,23.4,7.1,6.9,25.9,13.0,5.4
2020/05/12,21:00,流心,23.1,7.0,6.3,26.2,11.6,5.5
2020/05/12,22:00,流心,23.1,7.0,6.2,26.5,12.2,5.4
2020/05/12,23:00,流心,22.7,7.0,6.0,27.1,10.4,5.6
2020/05/12,24:00,流心,22.8,7.0,6.0,27.1,12.2,5.6
2020/05/13,01:00,流心,22.2,7.0,5.7,27.7,10.8,5.6
2020/05/13,02:00,流心,22.3,7.0,5.8,27.9,12.2,5.6
2020/05/13,03:00,流心,21.9,6.9,5.4,28.4,12.2,5.6
2020/05/13,04:00,流心,22.0,6.9,5.9,28.5,13.2,5.5
2020/05/13,05:00,流心,21.4,6.9,5.6,29.4,11.6,5.8
2020/05/13,06:00,流心,21.6,6.9,5.8,29.5,13.6,6.0
2020/05/13,07:00,流心,21.3,6.9,5.9,30.3,13.0,5.8
2020/05/13,08:00,流心,21.6,7.0,6.5,30.1,13.8,6.0
2020/05/13,09:00,流心,21.9,7.0,6.9,30.6,13.0,6.0
2020/05/13,10:00,流心,22.9,7.0,7.5,30.5,14.4,6.4
2020/05/13,11:00,流心,23.3,7.0,7.6,31.6,14.4,6.0
2020/05/13,12:00,流心,23.9,7.1,7.9,32.2,16.2,6.3
2020/05/13,13:00,流心,23.6,7.0,7.3,34.4,13.8,6.8
2020/05/13,14:00,流心,23.9,7.1,7.6,35.3,15.2,6.7
2020/05/13,15:00,流心,24.2,7.1,7.7,35.1,14.4,7.2
2020/05/13,16:00,流心,24.6,7.2,7.9,34.9,15.6,6.6
2020/05/13,17:00,流心,24.3,7.2,7.9,35.0,15.2,6.6
2020/05/13,18:00,流心,23.9,7.3,7.9,35.1,16.0,7.0
2020/05/13,19:00,流心,23.1,7.2,7.5,35.8,13.0,6.8
2020/05/13,20:00,流心,22.6,7.2,7.3,35.9,13.0,6.9
2020/05/13,21:00,流心,21.9,7.2,6.8,35.3,11.2,7.1
2020/05/13,22:00,流心,21.4,7.2,7.0,34.7,11.6,6.7
2020/05/13,23:00,流心,21.0,7.2,6.8,34.1,11.2,6.7
2020/05/13,24:00,流心,20.8,7.2,6.9,33.6,11.8,6.2
2020/05/14,01:00,流心,20.4,7.1,6.5,33.2,11.0,6.3
2020/05/14,02:00,流心,20.2,7.1,6.5,34.3,12.2,6.2
2020/05/14,03:00,流心,19.8,7.0,6.2,35.0,11.0,6.3
2020/05/14,04:00,流心,19.8,7.0,6.4,36.4,12.2,6.7
2020/05/14,05:00,流心,19.4,7.0,6.2,37.6,11.4,6.7
2020/05/14,06:00,流心,19.2,7.0,6.5,38.3,12.4,6.8
2020/05/14,07:00,流心,19.2,7.0,6.5,38.9,11.4,7.2
2020/05/14,08:00,流心,19.6,7.0,7.2,39.3,12.6,7.2
2020/05/14,09:00,流心,20.0,7.0,7.5,39.9,12.6,7.2
2020/05/14,10:00,流心,21.1,7.1,7.9,39.8,13.8,7.4
2020/05/14,11:00,流心,21.8,7.1,8.1,40.3,14.0,7.3
2020/05/14,12:00,流心,22.8,7.1,8.2,41.9,16.2,7.9
2020/05/14,13:00,流心,23.1,7.1,7.9,42.5,15.6,8.1
2020/05/14,14:00,流心,23.5,7.1,8.2,42.5,16.8,8.1
2020/05/14,15:00,流心,23.8,7.1,7.9,42.8,16.2,8.4
2020/05/14,16:00,流心,24.1,7.2,8.0,43.5,17.6,8.2
2020/05/14,17:00,流心,24.3,7.2,8.0,43.2,16.6,8.9
2020/05/14,18:00,流心,24.2,7.2,8.0,43.6,17.4,8.6
2020/05/14,19:00,流心,23.8,7.2,7.5,43.5,15.6,8.6
2020/05/14,20:00,流心,23.5,7.2,7.2,44.3,15.6,8.7
2020/05/14,21:00,流心,23.2,7.1,6.6,43.3,14.2,8.9
2020/05/14,22:00,流心,23.0,7.1,6.4,43.9,13.6,8.7
2020/05/14,23:00,流心,22.8,7.1,6.0,42.8,12.6,8.6
2020/05/14,24:00,流心,22.4,7.1,6.1,42.5,13.4,8.3
2020/05/15,01:00,流心,22.2,7.1,5.7,41.5,12.6,8.4
2020/05/15,02:00,流心,21.9,7.0,6.1,42.8,12.2,8.0
2020/05/15,03:00,流心,21.6,7.0,5.7,42.4,12.2,8.2
2020/05/15,04:00,流心,21.4,7.0,6.0,42.9,13.0,8.0
2020/05/15,05:00,流心,21.3,7.0,5.7,42.4,12.2,8.2
2020/05/15,06:00,流心,21.2,7.0,5.9,42.8,13.6,8.0
2020/05/15,07:00,流心,21.1,7.0,5.8,42.4,13.4,8.3
2020/05/15,08:00,流心,21.4,7.0,6.6,43.6,14.0,8.2
2020/05/15,09:00,流心,21.8,7.0,6.7,43.4,13.8,8.4
2020/05/15,10:00,流心,22.6,7.0,7.6,45.1,15.4,8.2
2020/05/15,11:00,流心,23.1,7.0,7.4,46.0,15.6,8.2
2020/05/15,12:00,流心,23.5,7.0,7.8,46.1,17.0,8.4
2020/05/15,13:00,流心,23.3,7.0,7.6,45.3,16.2,8.7
2020/05/15,14:00,流心,23.5,7.1,7.9,44.6,17.6,8.3
2020/05/15,15:00,流心,23.2,7.1,7.6,43.4,16.4,8.4
2020/05/15,16:00,流心,23.2,7.1,7.8,42.4,18.4,8.3
2020/05/15,17:00,流心,22.8,7.1,7.6,41.4,16.4,8.2
2020/05/15,18:00,流心,22.9,7.2,7.5,40.0,16.6,7.9
2020/05/15,19:00,流心,22.4,7.2,7.1,39.4,15.2,7.8
2020/05/15,20:00,流心,22.4,7.2,6.9,38.3,15.2,7.4
2020/05/15,21:00,流心,22.0,7.2,6.5,38.1,13.6,7.3
2020/05/15,22:00,流心,21.9,7.1,6.6,37.7,13.0,7.3
2020/05/15,23:00,流心,21.6,7.1,6.1,37.6,12.2,7.2
2020/05/15,24:00,流心,21.6,7.0,6.2,37.4,12.8,6.9
2020/05/16,01:00,流心,21.3,7.0,5.9,37.1,11.6,7.1
2020/05/16,02:00,流心,21.4,7.0,6.0,36.4,12.0,7.0
2020/05/16,03:00,流心,21.0,7.0,5.6,36.2,10.8,6.9
2020/05/16,04:00,流心,21.0,7.0,6.1,36.5,12.0,6.4
2020/05/16,05:00,流心,20.8,7.0,5.9,36.3,10.4,6.5
2020/05/16,06:00,流心,20.1,6.8,6.1,32.6,39.8,6.0
2020/05/16,07:00,流心,20.3,7.0,6.2,34.3,20.0,12.1
2020/05/16,08:00,流心,19.8,7.0,7.1,27.8,38.2,8.0
2020/05/16,09:00,流心,19.2,7.0,7.6,22.8,82.6,8.4
2020/05/16,10:00,流心,19.0,7.0,8.2,15.4,117.4,13.5
2020/05/16,11:00,流心,18.6,7.0,8.4,11.8,88.2,15.4
2020/05/16,12:00,流心,18.6,7.0,8.6,10.4,79.2,12.6
2020/05/16,13:00,流心,18.6,7.0,8.6,9.6,66.0,11.2
2020/05/16,14:00,流心,18.6,7.0,8.7,9.3,65.8,9.1
2020/05/16,15:00,流心,18.8,7.0,8.3,8.9,51.4,9.2
2020/05/16,16:00,流心,18.9,7.0,8.7,8.9,69.8,8.4
2020/05/16,17:00,流心,18.8,7.0,8.7,8.1,69.6,9.0
2020/05/16,18:00,流心,19.0,7.0,8.8,8.3,67.0,9.4
2020/05/16,19:00,流心,18.8,7.0,8.7,9.3,61.8,8.4
2020/05/16,20:00,流心,18.8,7.0,8.7,9.3,64.6,7.8
2020/05/16,21:00,流心,18.6,7.0,8.7,9.3,58.6,7.6
2020/05/16,22:00,流心,18.6,7.0,8.7,9.7,62.4,6.9
2020/05/16,23:00,流心,18.4,7.0,8.6,10.6,60.0,7.4
2020/05/16,24:00,流心,18.4,7.0,8.6,11.1,68.0,7.3
2020/05/17,01:00,流心,18.2,7.0,8.6,10.7,71.8,7.9
2020/05/17,02:00,流心,18.0,7.0,8.8,10.6,77.6,8.0
2020/05/17,03:00,流心,18.0,7.0,8.7,10.4,71.2,8.5
2020/05/17,04:00,流心,18.0,7.0,8.8,10.8,67.0,8.2
2020/05/17,05:00,流心,17.8,7.0,8.7,11.1,61.6,8.0
2020/05/17,06:00,流心,17.8,7.0,8.8,11.2,67.6,8.3
2020/05/17,07:00,流心,17.6,7.0,8.9,11.3,68.0,8.0
2020/05/17,08:00,流心,18.0,7.0,8.9,11.5,67.0,7.9
2020/05/17,09:00,流心,18.2,7.0,8.7,12.1,53.2,7.4
2020/05/17,10:00,流心,19.0,7.0,8.8,12.5,48.0,7.1
2020/05/17,11:00,流心,19.8,7.1,8.8,12.9,42.8,6.7
2020/05/17,12:00,流心,20.4,7.1,8.8,13.4,39.0,6.8
2020/05/17,13:00,流心,21.4,7.1,8.6,14.2,33.8,6.5
2020/05/17,14:00,流心,22.0,7.1,8.5,14.9,32.4,6.4
2020/05/17,15:00,流心,22.4,7.1,8.4,15.4,29.8,6.3
2020/05/17,16:00,流心,22.9,7.1,8.3,15.8,30.0,6.4
2020/05/17,17:00,流心,22.8,7.1,8.1,16.1,27.4,6.3
2020/05/17,18:00,流心,22.8,7.1,8.1,16.7,26.6,6.4
2020/05/17,19:00,流心,22.4,7.1,7.9,17.0,23.8,6.2
2020/05/17,20:00,流心,22.4,7.1,7.9,17.4,23.8,6.2
2020/05/17,21:00,流心,22.0,7.1,7.7,17.9,21.6,6.0
2020/05/17,22:00,流心,21.9,7.1,7.7,18.3,21.8,6.4
2020/05/17,23:00,流心,21.4,7.0,7.6,18.7,20.2,5.8
2020/05/17,24:00,流心,21.4,7.0,7.6,19.1,20.4,6.0
2020/05/18,01:00,流心,21.0,7.0,7.4,19.5,19.0,6.1
2020/05/18,02:00,流心,21.0,7.0,7.5,20.0,19.2,5.8
2020/05/18,03:00,流心,20.8,7.0,7.4,20.4,17.8,6.0
2020/05/18,04:00,流心,20.7,7.0,7.6,20.6,18.2,6.1
2020/05/18,05:00,流心,20.6,7.0,7.3,20.7,17.6,5.8
2020/05/18,06:00,流心,20.4,7.0,7.5,21.0,18.6,5.9
2020/05/18,07:00,流心,20.5,7.0,7.4,21.1,17.6,5.8
2020/05/18,08:00,流心,20.6,7.0,7.8,21.3,17.8,6.0
2020/05/18,09:00,流心,21.0,7.0,7.6,21.4,17.6,5.7
2020/05/18,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/18,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/18,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/18,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/18,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/18,15:00,流心,23.0,7.1,8.0,22.8,12.6,5.6
2020/05/18,16:00,流心,23.0,7.1,7.7,22.8,11.4,5.3
2020/05/18,17:00,流心,22.8,7.1,7.7,23.5,11.6,5.2
2020/05/18,18:00,流心,22.8,7.0,7.4,23.7,10.0,5.4
2020/05/18,19:00,流心,22.6,7.0,7.4,24.0,10.6,5.0
2020/05/18,20:00,流心,22.4,7.0,7.0,24.4,10.0,5.1
2020/05/18,21:00,流心,22.4,7.0,7.0,24.8,11.8,5.0
2020/05/18,22:00,流心,22.0,7.0,6.9,24.9,10.6,5.3
2020/05/18,23:00,流心,22.2,7.0,7.1,24.9,12.2,4.9
2020/05/18,24:00,流心,21.8,7.0,6.9,25.0,10.4,5.2
2020/05/19,01:00,流心,21.1,6.9,7.0,19.8,26.4,4.9
2020/05/19,02:00,流心,21.0,7.0,7.3,21.0,18.6,7.2
2020/05/19,03:00,流心,20.6,7.0,7.7,18.1,37.4,5.6
2020/05/19,04:00,流心,20.0,7.0,7.9,11.2,46.4,7.0
2020/05/19,05:00,流心,20.0,7.0,8.0,10.6,73.8,8.6
2020/05/19,06:00,流心,19.6,7.0,8.4,8.0,92.2,9.2
2020/05/19,07:00,流心,19.6,7.0,8.7,7.6,72.4,10.8
2020/05/19,08:00,流心,19.6,7.0,8.6,8.3,70.8,8.7
2020/05/19,09:00,流心,19.6,7.0,8.7,8.6,67.8,8.2
2020/05/19,10:00,流心,19.8,7.0,8.7,9.7,62.4,7.5
2020/05/19,11:00,流心,20.0,7.0,8.7,9.8,71.6,7.1
2020/05/19,12:00,流心,20.4,7.0,8.5,9.8,75.4,7.3
2020/05/19,13:00,流心,20.6,7.0,8.6,9.8,87.0,7.5
2020/05/19,14:00,流心,20.9,7.0,8.5,10.1,83.2,7.1
2020/05/19,15:00,流心,21.2,7.1,8.4,10.7,75.2,6.8
2020/05/19,16:00,流心,21.4,7.0,8.3,11.2,62.0,6.6
2020/05/19,17:00,流心,21.6,7.0,8.3,11.6,54.6,6.4
2020/05/19,18:00,流心,21.8,7.1,8.0,12.3,46.4,6.8
2020/05/19,19:00,流心,21.8,7.1,8.1,12.4,44.2,6.4
2020/05/19,20:00,流心,21.4,7.0,8.1,12.8,40.2,6.4
2020/05/19,21:00,流心,21.3,7.1,8.1,13.3,38.2,6.4
2020/05/19,22:00,流心,21.0,7.0,8.1,14.1,34.6,6.4
2020/05/19,23:00,流心,21.0,7.1,8.1,14.9,42.8,6.2
2020/05/19,24:00,流心,20.4,7.0,8.2,13.3,54.4,6.9
2020/05/20,01:00,流心,20.0,7.0,8.5,11.7,78.6,7.7
2020/05/20,02:00,流心,19.9,7.0,8.5,11.1,124.6,8.9
2020/05/20,03:00,流心,19.8,7.0,8.5,10.8,199.8,11.1
2020/05/20,04:00,流心,19.6,7.0,8.6,10.4,199.8,12.8
2020/05/20,05:00,流心,19.4,7.0,8.8,10.2,199.8,12.1
2020/05/20,06:00,流心,19.2,7.0,8.6,10.4,155.2,10.9
2020/05/20,07:00,流心,19.0,7.0,8.9,10.4,135.8,10.0
2020/05/20,08:00,流心,19.0,7.0,8.8,10.7,115.2,9.5
2020/05/20,09:00,流心,19.2,7.0,8.9,10.9,102.4,9.4
2020/05/20,10:00,流心,19.6,7.0,8.8,11.5,87.6,9.2
2020/05/20,11:00,流心,20.0,7.0,8.8,11.7,80.8,8.9
2020/05/20,12:00,流心,20.4,7.0,8.6,12.5,65.8,8.2
2020/05/20,13:00,流心,21.1,7.0,8.5,13.0,58.8,7.8
2020/05/20,14:00,流心,21.0,7.1,8.5,12.6,55.2,7.0
2020/05/20,15:00,流心,21.6,7.0,8.5,14.1,50.4,7.3
2020/05/20,16:00,流心,21.8,7.0,8.3,16.1,43.8,7.2
2020/05/20,17:00,流心,21.8,7.0,8.4,16.5,42.0,6.7
2020/05/20,18:00,流心,21.3,7.0,8.3,16.6,37.8,6.6
2020/05/20,19:00,流心,21.2,7.1,8.4,16.9,35.2,6.2
2020/05/20,20:00,流心,20.6,7.0,8.3,17.6,29.8,6.3
2020/05/20,21:00,流心,20.6,7.0,8.3,18.3,27.6,5.7
2020/05/20,22:00,流心,20.2,7.0,8.3,18.6,24.4,5.2
2020/05/20,23:00,流心,20.0,7.0,8.3,19.0,24.0,5.8
2020/05/20,24:00,流心,19.6,7.0,8.3,19.5,21.8,5.7
2020/05/21,01:00,流心,19.4,7.0,8.5,20.0,21.8,5.8
2020/05/21,02:00,流心,19.2,7.0,8.3,20.3,20.2,5.4
2020/05/21,03:00,流心,19.2,7.0,8.5,20.8,20.6,5.2
2020/05/21,04:00,流心,19.0,7.0,8.4,21.3,19.8,5.2
2020/05/21,05:00,流心,19.0,7.0,8.4,21.7,20.0,5.6
2020/05/21,06:00,流心,19.0,7.0,8.3,21.9,19.4,5.1
2020/05/21,07:00,流心,18.9,7.0,8.5,22.0,19.8,5.6
2020/05/21,08:00,流心,19.1,7.0,8.4,22.0,19.0,5.1
2020/05/21,09:00,流心,19.0,7.0,8.7,22.4,19.0,4.8
2020/05/21,10:00,流心,19.8,7.0,8.5,22.6,18.4,5.0
2020/05/21,11:00,流心,20.0,7.0,8.6,23.0,19.2,4.8
2020/05/21,12:00,流心,20.8,7.0,8.5,22.9,18.0,4.8
2020/05/21,13:00,流心,20.8,7.0,8.5,23.3,18.6,5.0
2020/05/21,14:00,流心,21.0,7.0,8.4,23.2,17.4,5.1
2020/05/21,15:00,流心,21.6,7.0,8.5,23.4,17.0,5.0
2020/05/21,16:00,流心,21.9,7.0,8.3,23.6,15.4,5.1
2020/05/21,17:00,流心,22.0,7.0,8.2,23.6,15.6,5.0
2020/05/21,18:00,流心,21.7,7.0,8.1,24.0,14.0,5.0
2020/05/21,19:00,流心,21.7,7.0,8.2,24.0,14.2,5.0
2020/05/21,20:00,流心,21.3,7.0,8.1,24.1,13.0,4.8
2020/05/21,21:00,流心,21.3,7.0,8.1,24.1,13.6,4.5
2020/05/21,22:00,流心,20.8,7.0,7.9,24.2,12.8,5.3
2020/05/21,23:00,流心,20.8,7.0,8.0,24.3,13.0,5.0
2020/05/21,24:00,流心,20.2,6.9,7.9,24.5,12.2,5.0
