年月日,時分,採水位置,水温 (℃),ｐＨ,ＤＯ (mg/l),導電率 (ms/m),濁度 (度),ＣＯＤ (mg/l)
2020/01/01,01:00,流心,9.3,7.4,8.9,19.3,8.0,4.0
2020/01/01,02:00,流心,8.7,7.3,9.2,19.3,7.8,3.6
2020/01/01,03:00,流心,8.9,7.3,8.9,19.3,7.4,0.0
2020/01/01,04:00,流心,8.6,7.3,9.2,19.6,7.0,4.4
2020/01/01,05:00,流心,8.8,7.3,9.0,19.7,6.4,3.5
2020/01/01,06:00,流心,8.2,7.3,9.2,19.7,6.0,3.6
2020/01/01,07:00,流心,8.4,7.3,9.1,19.8,6.0,4.0
2020/01/01,08:00,流心,8.1,7.3,9.2,20.0,5.8,3.9
2020/01/01,09:00,流心,8.2,7.3,9.3,20.4,5.6,3.8
2020/01/01,10:00,流心,8.4,7.4,9.5,20.3,5.6,5.0
2020/01/01,11:00,流心,8.8,7.4,9.6,20.1,5.6,3.6
2020/01/01,12:00,流心,9.2,7.4,9.8,20.0,5.8,4.1
2020/01/01,13:00,流心,9.5,7.4,9.7,20.0,5.8,4.0
2020/01/01,14:00,流心,10.0,7.4,9.8,20.0,5.8,4.1
2020/01/01,15:00,流心,9.8,7.4,9.7,20.0,5.8,4.1
2020/01/01,16:00,流心,10.0,7.4,9.8,20.1,5.6,4.1
2020/01/01,17:00,流心,9.7,7.4,9.6,20.0,5.6,4.0
2020/01/01,18:00,流心,10.2,7.4,9.6,20.0,5.2,4.5
2020/01/01,19:00,流心,9.3,7.4,9.4,20.3,4.8,4.2
2020/01/01,20:00,流心,9.8,7.4,9.3,20.3,4.6,4.0
2020/01/01,21:00,流心,9.2,7.3,9.2,20.4,4.4,4.0
2020/01/01,22:00,流心,9.6,7.4,9.1,20.4,4.2,4.0
2020/01/01,23:00,流心,9.1,7.4,9.2,20.4,4.0,4.2
2020/01/01,24:00,流心,9.4,7.4,9.2,20.3,4.0,4.0
2020/01/02,01:00,流心,9.0,7.3,9.1,20.3,4.0,3.9
2020/01/02,02:00,流心,9.4,7.3,9.1,20.3,4.0,3.6
2020/01/02,03:00,流心,9.0,7.3,9.0,20.4,3.8,3.8
2020/01/02,04:00,流心,9.2,7.3,9.1,20.5,4.4,3.8
2020/01/02,05:00,流心,9.1,7.3,9.0,20.6,4.0,4.1
2020/01/02,06:00,流心,9.4,7.3,9.0,20.7,4.0,3.8
2020/01/02,07:00,流心,9.2,7.3,9.0,20.4,4.0,4.0
2020/01/02,08:00,流心,9.2,7.3,9.0,20.4,4.4,5.0
2020/01/02,09:00,流心,9.3,7.3,9.0,20.7,4.8,4.0
2020/01/02,10:00,流心,9.4,7.4,9.3,20.9,5.2,4.4
2020/01/02,11:00,流心,9.8,7.4,9.4,20.6,4.6,4.2
2020/01/02,12:00,流心,10.2,7.4,9.6,20.5,4.6,5.8
2020/01/02,13:00,流心,10.8,7.4,9.4,20.4,4.8,4.2
2020/01/02,14:00,流心,11.0,7.4,9.6,20.5,4.8,3.9
2020/01/02,15:00,流心,11.2,7.4,9.3,20.6,4.6,4.4
2020/01/02,16:00,流心,10.8,7.4,9.6,20.7,4.8,4.7
2020/01/02,17:00,流心,10.8,7.4,9.2,20.7,5.0,4.1
2020/01/02,18:00,流心,10.4,7.4,9.3,20.8,4.6,4.0
2020/01/02,19:00,流心,10.4,7.4,9.0,20.5,4.4,4.5
2020/01/02,20:00,流心,10.3,7.3,9.1,20.6,4.2,4.2
2020/01/02,21:00,流心,10.2,7.3,8.9,20.5,4.0,3.9
2020/01/02,22:00,流心,10.2,7.4,9.0,20.5,4.0,4.1
2020/01/02,23:00,流心,10.0,7.3,9.0,20.5,4.0,3.7
2020/01/02,24:00,流心,10.2,7.4,8.9,20.5,4.4,3.7
2020/01/03,01:00,流心,10.0,7.3,8.9,20.6,4.0,3.6
2020/01/03,02:00,流心,10.2,7.3,8.8,20.8,4.0,4.5
2020/01/03,03:00,流心,10.0,7.3,8.8,21.0,4.2,3.6
2020/01/03,04:00,流心,10.2,7.3,8.8,21.3,4.0,4.1
2020/01/03,05:00,流心,10.0,7.2,8.7,21.4,3.8,4.1
2020/01/03,06:00,流心,10.0,7.2,8.8,21.4,4.0,3.8
2020/01/03,07:00,流心,9.9,7.2,8.6,21.5,4.4,4.2
2020/01/03,08:00,流心,9.8,7.2,8.7,21.5,4.4,4.0
2020/01/03,09:00,流心,10.0,7.2,8.7,21.5,4.6,4.2
2020/01/03,10:00,流心,10.0,7.3,9.0,21.9,5.0,4.0
2020/01/03,11:00,流心,10.5,7.3,9.0,21.9,5.2,4.4
2020/01/03,12:00,流心,10.8,7.3,9.3,21.9,4.8,3.9
2020/01/03,13:00,流心,11.5,7.4,9.1,21.8,5.4,4.4
2020/01/03,14:00,流心,11.2,7.3,9.3,22.0,6.0,3.9
2020/01/03,15:00,流心,11.6,7.3,9.1,22.0,5.2,4.3
2020/01/03,16:00,流心,11.4,7.4,9.3,22.2,5.0,4.3
2020/01/03,17:00,流心,11.4,7.3,9.0,22.2,5.0,4.4
2020/01/03,18:00,流心,11.2,7.3,9.0,22.3,5.2,4.5
2020/01/03,19:00,流心,11.2,7.3,8.6,22.0,4.6,4.1
2020/01/03,20:00,流心,10.8,7.3,8.7,22.0,4.4,4.0
2020/01/03,21:00,流心,10.6,7.3,8.7,22.0,4.6,3.7
2020/01/03,22:00,流心,10.6,7.3,8.7,22.1,5.2,3.9
2020/01/03,23:00,流心,10.2,7.3,8.7,22.1,4.0,4.0
2020/01/03,24:00,流心,10.4,7.3,8.7,21.9,4.0,3.8
2020/01/04,01:00,流心,10.0,7.3,8.9,21.7,4.0,3.5
2020/01/04,02:00,流心,10.4,7.3,8.7,21.8,3.8,3.8
2020/01/04,03:00,流心,10.0,7.2,8.6,22.1,4.2,3.8
2020/01/04,04:00,流心,10.3,7.3,8.6,22.3,3.8,23.4
2020/01/04,05:00,流心,10.0,7.2,8.7,22.4,4.0,3.7
2020/01/04,06:00,流心,10.0,7.2,8.6,22.6,3.8,4.2
2020/01/04,07:00,流心,9.8,7.2,8.6,22.6,3.8,4.0
2020/01/04,08:00,流心,10.0,7.2,8.7,22.6,4.0,4.1
2020/01/04,09:00,流心,9.9,7.2,8.6,22.7,4.2,4.0
2020/01/04,10:00,流心,10.2,7.3,8.9,22.9,4.6,4.2
2020/01/04,11:00,流心,10.6,7.3,9.0,22.8,4.2,3.8
2020/01/04,12:00,流心,11.0,7.3,9.2,22.8,4.4,4.2
2020/01/04,13:00,流心,11.5,7.3,9.1,22.8,5.4,4.0
2020/01/04,14:00,流心,11.4,7.4,9.3,22.7,5.2,4.0
2020/01/04,15:00,流心,11.6,7.3,9.0,22.7,4.8,4.0
2020/01/04,16:00,流心,11.4,7.4,9.2,22.7,4.8,4.1
2020/01/04,17:00,流心,11.2,7.3,9.0,22.7,4.8,4.2
2020/01/04,18:00,流心,10.8,7.3,9.0,22.8,4.4,4.2
2020/01/04,19:00,流心,11.0,7.3,8.7,22.7,4.2,4.0
2020/01/04,20:00,流心,10.6,7.3,8.8,22.8,4.0,4.0
2020/01/04,21:00,流心,10.8,7.3,8.5,22.6,4.0,4.1
2020/01/04,22:00,流心,10.6,7.3,8.7,22.3,4.0,4.0
2020/01/04,23:00,流心,10.4,7.3,8.5,22.2,3.8,3.8
2020/01/04,24:00,流心,10.2,7.3,8.7,22.4,3.2,3.8
2020/01/05,01:00,流心,10.2,7.3,8.5,22.4,3.2,3.6
2020/01/05,02:00,流心,10.2,7.3,8.6,22.6,3.2,3.8
2020/01/05,03:00,流心,10.0,7.3,8.5,22.5,3.2,3.9
2020/01/05,04:00,流心,10.0,7.3,8.7,22.3,3.2,4.0
2020/01/05,05:00,流心,9.4,7.3,8.5,22.4,3.2,4.0
2020/01/05,06:00,流心,9.5,7.3,8.7,22.3,3.4,4.1
2020/01/05,07:00,流心,9.3,7.2,8.5,22.2,3.4,3.9
2020/01/05,08:00,流心,9.3,7.3,8.8,22.3,3.8,4.2
2020/01/05,09:00,流心,9.2,7.3,8.8,22.3,3.8,4.1
2020/01/05,10:00,流心,9.5,7.3,9.1,22.3,4.0,4.2
2020/01/05,11:00,流心,9.8,7.3,9.2,22.6,4.0,6.0
2020/01/05,12:00,流心,10.4,7.4,9.4,22.8,4.6,4.1
2020/01/05,13:00,流心,10.6,7.4,9.3,22.8,4.4,4.2
2020/01/05,14:00,流心,11.2,7.4,9.4,22.8,4.8,4.2
2020/01/05,15:00,流心,10.8,7.4,9.3,22.7,4.8,4.3
2020/01/05,16:00,流心,11.2,7.5,9.4,22.7,5.6,4.4
2020/01/05,17:00,流心,10.4,7.4,9.2,22.5,4.6,4.3
2020/01/05,18:00,流心,10.4,7.4,9.3,22.4,4.6,4.5
2020/01/05,19:00,流心,9.6,7.4,9.1,22.1,3.8,4.2
2020/01/05,20:00,流心,9.8,7.4,9.1,21.8,3.8,4.2
2020/01/05,21:00,流心,9.1,7.4,9.0,21.6,3.4,4.0
2020/01/05,22:00,流心,9.4,7.4,9.1,21.5,3.2,4.0
2020/01/05,23:00,流心,8.8,7.4,9.0,21.2,3.2,3.8
2020/01/05,24:00,流心,9.1,7.4,9.1,21.3,2.8,4.0
2020/01/06,01:00,流心,8.6,7.4,9.0,21.7,3.2,3.7
2020/01/06,02:00,流心,8.9,7.4,9.1,21.9,3.4,3.9
2020/01/06,03:00,流心,8.5,7.3,9.0,22.0,3.2,4.0
2020/01/06,04:00,流心,8.9,7.4,9.0,22.0,3.2,3.9
2020/01/06,05:00,流心,8.3,7.3,9.0,22.0,3.2,4.2
2020/01/06,06:00,流心,8.7,7.3,9.0,22.1,2.8,4.2
2020/01/06,07:00,流心,8.1,7.3,8.9,22.3,3.0,8.6
2020/01/06,08:00,流心,8.5,7.3,9.0,22.3,3.4,4.0
2020/01/06,09:00,流心,8.2,7.3,9.1,22.6,3.6,4.2
2020/01/06,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/06,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/06,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/06,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/06,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/06,15:00,流心,10.4,7.3,9.3,22.6,5.8,4.1
2020/01/06,16:00,流心,10.4,7.4,9.4,22.7,5.6,3.9
2020/01/06,17:00,流心,10.0,7.3,9.3,22.8,5.4,3.7
2020/01/06,18:00,流心,10.2,7.4,9.3,22.9,6.0,3.5
2020/01/06,19:00,流心,9.6,7.3,9.2,23.0,5.8,3.5
2020/01/06,20:00,流心,9.7,7.3,9.2,22.7,5.8,3.5
2020/01/06,21:00,流心,9.3,7.3,9.1,22.4,5.8,3.3
2020/01/06,22:00,流心,9.6,7.3,9.1,22.3,5.8,3.4
2020/01/06,23:00,流心,9.3,7.2,9.0,22.3,6.0,3.4
2020/01/06,24:00,流心,9.6,7.3,8.9,22.3,5.8,3.6
2020/01/07,01:00,流心,9.4,7.2,8.9,22.4,5.4,3.4
2020/01/07,02:00,流心,9.5,7.3,8.9,22.8,5.2,3.5
2020/01/07,03:00,流心,9.4,7.2,8.8,22.9,5.6,3.3
2020/01/07,04:00,流心,9.6,7.3,8.8,23.0,6.0,3.7
2020/01/07,05:00,流心,9.3,7.3,9.0,22.8,6.0,3.6
2020/01/07,06:00,流心,9.3,7.3,8.8,22.8,5.8,3.8
2020/01/07,07:00,流心,9.2,7.2,8.9,22.6,5.6,3.5
2020/01/07,08:00,流心,9.2,7.3,8.9,22.5,5.6,5.9
2020/01/07,09:00,流心,9.2,7.2,9.0,22.4,5.2,3.5
2020/01/07,10:00,流心,9.3,7.3,9.2,22.6,5.2,3.4
2020/01/07,11:00,流心,9.7,7.3,9.2,22.6,5.2,3.6
2020/01/07,12:00,流心,9.8,7.3,9.4,22.7,5.8,3.6
2020/01/07,13:00,流心,10.0,7.3,9.3,22.7,5.2,3.6
2020/01/07,14:00,流心,10.0,7.3,9.4,22.8,5.0,4.0
2020/01/07,15:00,流心,10.4,7.3,9.3,22.7,5.2,3.7
2020/01/07,16:00,流心,9.7,7.3,9.3,23.2,4.6,3.7
2020/01/07,17:00,流心,10.0,7.3,9.2,23.2,4.6,3.8
2020/01/07,18:00,流心,9.8,7.3,9.1,23.2,4.6,3.5
2020/01/07,19:00,流心,9.5,7.3,9.1,23.1,4.6,3.6
2020/01/07,20:00,流心,10.0,7.3,9.0,23.0,5.8,3.6
2020/01/07,21:00,流心,9.8,7.3,9.0,25.0,8.8,3.6
2020/01/07,22:00,流心,10.2,7.3,8.8,23.4,20.0,4.4
2020/01/07,23:00,流心,10.2,7.2,8.9,21.6,18.8,5.4
2020/01/07,24:00,流心,10.2,7.2,8.8,20.4,18.4,5.3
2020/01/08,01:00,流心,10.4,7.2,8.8,20.1,17.0,5.6
2020/01/08,02:00,流心,10.4,7.2,8.7,20.8,18.0,5.1
2020/01/08,03:00,流心,10.6,7.2,8.7,21.0,18.0,5.4
2020/01/08,04:00,流心,10.2,7.2,8.6,21.3,17.8,5.4
2020/01/08,05:00,流心,10.6,7.2,8.6,21.0,16.0,5.4
2020/01/08,06:00,流心,10.2,7.2,8.7,20.7,13.6,5.0
2020/01/08,07:00,流心,10.4,7.2,8.7,20.4,12.4,4.8
2020/01/08,08:00,流心,10.2,7.2,8.6,20.4,11.2,4.6
2020/01/08,09:00,流心,10.8,7.1,8.3,18.6,42.6,4.4
2020/01/08,10:00,流心,10.6,7.2,8.6,20.3,19.2,8.9
2020/01/08,11:00,流心,10.8,7.2,8.5,14.4,199.8,6.8
2020/01/08,12:00,流心,10.4,7.3,9.0,9.6,199.8,23.8
2020/01/08,13:00,流心,10.7,7.3,8.9,10.3,199.8,24.4
2020/01/08,14:00,流心,11.0,7.3,8.9,10.1,199.8,20.4
2020/01/08,15:00,流心,11.4,7.3,8.8,11.7,145.6,17.3
2020/01/08,16:00,流心,11.3,7.3,8.9,12.3,142.2,12.1
2020/01/08,17:00,流心,11.6,7.3,8.8,11.8,122.2,11.7
2020/01/08,18:00,流心,11.2,7.3,8.9,12.2,111.2,9.8
2020/01/08,19:00,流心,11.4,7.3,8.9,12.9,97.2,9.0
2020/01/08,20:00,流心,11.0,7.3,8.8,13.6,103.2,7.7
2020/01/08,21:00,流心,11.0,7.3,8.8,13.1,109.2,7.9
2020/01/08,22:00,流心,11.0,7.3,8.9,13.1,136.6,7.4
2020/01/08,23:00,流心,10.6,7.3,8.9,13.1,137.4,7.4
2020/01/08,24:00,流心,10.8,7.4,8.9,13.4,133.8,7.2
2020/01/09,01:00,流心,10.4,7.3,9.0,13.5,115.8,6.0
2020/01/09,02:00,流心,10.5,7.4,9.0,13.7,98.0,6.0
2020/01/09,03:00,流心,10.2,7.3,9.1,13.7,81.6,5.8
2020/01/09,04:00,流心,10.2,7.3,9.0,14.0,70.0,5.2
2020/01/09,05:00,流心,9.9,7.3,9.1,14.1,59.4,4.8
2020/01/09,06:00,流心,9.8,7.3,9.1,14.5,53.8,5.1
2020/01/09,07:00,流心,9.7,7.3,9.1,14.6,47.8,5.0
2020/01/09,08:00,流心,9.7,7.3,9.1,15.0,47.0,4.9
2020/01/09,09:00,流心,10.0,7.3,9.1,15.4,43.8,5.0
2020/01/09,10:00,流心,9.8,7.3,9.1,15.7,45.0,5.3
2020/01/09,11:00,流心,10.6,7.3,9.1,16.1,41.4,5.0
2020/01/09,12:00,流心,10.6,7.4,9.1,15.9,42.2,5.1
2020/01/09,13:00,流心,11.2,7.3,9.1,16.0,39.0,5.1
2020/01/09,14:00,流心,11.2,7.4,9.1,16.1,39.4,4.8
2020/01/09,15:00,流心,11.8,7.4,8.9,16.6,35.4,4.8
2020/01/09,16:00,流心,11.6,7.4,9.0,17.1,35.2,4.6
2020/01/09,17:00,流心,11.8,7.4,8.8,17.5,31.4,4.8
2020/01/09,18:00,流心,11.6,7.4,8.8,17.8,32.6,4.5
2020/01/09,19:00,流心,11.6,7.4,8.7,18.3,27.8,4.6
2020/01/09,20:00,流心,11.6,7.4,8.6,18.5,25.4,4.4
2020/01/09,21:00,流心,11.4,7.3,8.7,18.5,22.8,4.6
2020/01/09,22:00,流心,11.6,7.4,8.6,18.7,22.4,4.4
2020/01/09,23:00,流心,11.2,7.3,8.7,18.8,20.4,4.3
2020/01/09,24:00,流心,11.4,7.3,8.6,18.9,21.2,4.5
2020/01/10,01:00,流心,10.8,7.3,8.7,19.0,18.2,4.2
2020/01/10,02:00,流心,11.2,7.3,8.6,19.2,17.4,4.6
2020/01/10,03:00,流心,10.6,7.3,8.7,20.0,15.6,4.0
2020/01/10,04:00,流心,10.6,7.3,8.6,20.4,15.2,4.2
2020/01/10,05:00,流心,10.4,7.3,8.8,21.3,13.8,4.1
2020/01/10,06:00,流心,10.4,7.3,8.7,22.0,13.2,4.2
2020/01/10,07:00,流心,10.4,7.3,8.8,21.9,12.2,4.0
2020/01/10,08:00,流心,10.0,7.3,8.8,21.9,12.2,4.2
2020/01/10,09:00,流心,10.0,7.3,8.9,21.7,10.8,4.5
2020/01/10,10:00,流心,10.2,7.3,9.0,21.9,11.8,4.1
2020/01/10,11:00,流心,10.8,7.3,9.0,21.9,10.0,4.1
2020/01/10,12:00,流心,11.0,7.3,9.1,21.9,10.8,3.8
2020/01/10,13:00,流心,11.6,7.3,9.0,22.0,10.0,4.3
2020/01/10,14:00,流心,12.0,7.3,9.0,22.3,10.6,3.8
2020/01/10,15:00,流心,12.2,7.3,8.9,22.5,10.6,3.6
2020/01/10,16:00,流心,12.2,7.3,8.9,22.8,9.4,3.8
2020/01/10,17:00,流心,12.3,7.3,8.8,22.9,9.8,3.9
2020/01/10,18:00,流心,11.6,7.3,8.7,23.7,9.0,3.8
2020/01/10,20:00,流心,11.3,7.3,8.5,23.9,9.6,3.6
2020/01/10,21:00,流心,11.4,7.3,8.6,23.8,9.8,3.6
2020/01/10,22:00,流心,11.2,7.3,8.5,23.6,10.0,4.1
2020/01/10,23:00,流心,11.2,7.3,8.6,23.9,9.6,3.7
2020/01/10,24:00,流心,11.4,7.3,8.4,25.1,9.2,3.6
2020/01/11,01:00,流心,11.0,7.2,8.5,25.4,8.6,3.7
2020/01/11,02:00,流心,11.0,7.3,8.4,25.4,8.4,4.0
2020/01/11,03:00,流心,10.8,7.3,8.6,26.1,8.0,3.9
2020/01/11,04:00,流心,11.0,7.3,8.4,26.1,8.0,3.8
2020/01/11,05:00,流心,10.4,7.3,8.6,25.7,7.8,3.8
2020/01/11,06:00,流心,10.6,7.3,8.5,25.5,7.6,3.8
2020/01/11,07:00,流心,10.2,7.2,8.6,25.7,7.4,3.7
2020/01/11,08:00,流心,10.6,7.3,8.5,25.6,7.4,3.6
2020/01/11,09:00,流心,10.2,7.2,8.7,25.9,7.2,3.4
2020/01/11,10:00,流心,10.8,7.3,8.7,25.7,7.4,3.7
2020/01/11,11:00,流心,10.6,7.3,8.9,26.3,7.4,3.5
2020/01/11,12:00,流心,11.4,7.3,8.9,27.1,7.4,3.7
2020/01/11,13:00,流心,11.6,7.3,9.0,27.1,7.6,3.6
2020/01/11,14:00,流心,11.8,7.3,9.1,27.1,7.2,3.8
2020/01/11,15:00,流心,12.0,7.3,8.9,27.1,7.0,3.7
2020/01/11,16:00,流心,11.8,7.3,9.0,27.5,7.0,3.3
2020/01/11,17:00,流心,11.8,7.3,8.9,27.6,7.2,3.4
2020/01/11,18:00,流心,11.4,7.3,8.7,27.9,7.2,3.5
2020/01/11,19:00,流心,11.5,7.2,8.5,27.8,6.6,3.6
2020/01/11,20:00,流心,11.4,7.2,8.4,28.2,6.4,3.6
2020/01/11,21:00,流心,11.6,7.2,8.3,28.2,6.6,3.8
2020/01/11,22:00,流心,11.3,7.2,8.3,28.6,6.6,3.7
2020/01/11,23:00,流心,11.6,7.2,8.3,28.2,6.6,3.8
2020/01/11,24:00,流心,11.0,7.2,8.4,28.2,6.6,3.7
2020/01/12,01:00,流心,11.2,7.2,8.4,28.5,6.6,4.0
2020/01/12,02:00,流心,10.8,7.2,8.5,28.6,6.4,4.0
2020/01/12,03:00,流心,11.0,7.2,8.4,28.2,6.0,3.8
2020/01/12,04:00,流心,10.6,7.2,8.4,28.2,6.0,3.8
2020/01/12,05:00,流心,10.6,7.2,8.5,28.0,6.6,4.0
2020/01/12,06:00,流心,10.4,7.2,8.4,28.1,6.6,3.7
2020/01/12,07:00,流心,10.4,7.2,8.4,28.6,6.4,4.0
2020/01/12,08:00,流心,10.2,7.2,8.5,28.9,6.2,4.1
2020/01/12,09:00,流心,10.4,7.2,8.3,28.9,6.0,4.2
2020/01/12,10:00,流心,10.8,7.2,8.6,29.3,5.8,4.3
2020/01/12,11:00,流心,10.8,7.2,8.6,29.9,6.0,4.2
2020/01/12,12:00,流心,11.2,7.2,8.8,29.9,5.8,4.5
2020/01/12,13:00,流心,11.2,7.2,8.8,29.8,5.6,4.3
2020/01/12,14:00,流心,11.6,7.2,8.9,29.4,6.4,4.3
2020/01/12,15:00,流心,11.6,7.2,8.9,29.5,6.0,4.4
2020/01/12,16:00,流心,11.5,7.2,8.8,29.3,5.6,4.6
2020/01/12,17:00,流心,11.2,7.2,8.8,29.4,5.8,4.2
2020/01/12,18:00,流心,11.3,7.2,8.7,29.6,5.4,4.1
2020/01/12,19:00,流心,10.8,7.2,8.7,29.8,5.8,4.1
2020/01/12,20:00,流心,11.0,7.2,8.5,30.4,5.6,4.0
2020/01/12,21:00,流心,10.8,7.2,8.5,30.7,5.4,4.2
2020/01/12,22:00,流心,11.2,7.2,8.4,30.9,5.2,4.2
2020/01/12,23:00,流心,11.0,7.2,8.3,31.1,5.0,4.3
2020/01/12,24:00,流心,11.2,7.2,8.2,31.1,6.6,4.5
2020/01/13,01:00,流心,11.0,7.2,8.4,31.5,5.4,4.5
2020/01/13,02:00,流心,11.3,7.2,8.1,31.3,5.0,4.7
2020/01/13,03:00,流心,11.2,7.2,8.2,31.3,5.2,4.7
2020/01/13,04:00,流心,11.0,7.2,8.2,31.6,5.0,5.0
2020/01/13,05:00,流心,11.0,7.2,8.2,31.8,5.0,4.9
2020/01/13,06:00,流心,11.0,7.2,8.2,32.3,5.2,4.9
2020/01/13,07:00,流心,11.0,7.2,8.4,32.0,5.6,5.0
2020/01/13,08:00,流心,10.8,7.2,8.2,32.3,5.4,5.0
2020/01/13,09:00,流心,11.0,7.2,8.3,32.1,5.4,5.0
2020/01/13,10:00,流心,10.8,7.2,8.5,32.3,5.6,5.0
2020/01/13,11:00,流心,11.4,7.2,8.6,31.9,5.8,5.0
2020/01/13,12:00,流心,11.8,7.2,8.8,32.4,6.4,5.0
2020/01/13,13:00,流心,12.8,7.2,8.8,32.1,6.0,5.2
2020/01/13,14:00,流心,12.8,7.3,8.9,32.7,6.0,5.1
2020/01/13,15:00,流心,13.2,7.3,9.0,32.6,6.4,5.2
2020/01/13,16:00,流心,12.6,7.3,8.9,33.7,6.4,5.3
2020/01/13,17:00,流心,12.5,7.3,8.7,33.4,6.0,5.1
2020/01/13,18:00,流心,12.0,7.3,8.5,33.1,5.6,4.8
2020/01/13,19:00,流心,12.2,7.3,8.3,32.4,5.6,5.1
2020/01/13,20:00,流心,11.8,7.2,8.2,32.4,5.2,4.8
2020/01/13,21:00,流心,11.8,7.2,8.5,32.0,5.6,4.7
2020/01/13,22:00,流心,11.8,7.2,8.1,32.3,5.0,4.5
2020/01/13,23:00,流心,11.6,7.2,8.4,32.7,6.0,5.0
2020/01/13,24:00,流心,11.8,7.3,8.0,33.8,5.2,4.8
2020/01/14,01:00,流心,11.4,7.2,8.5,34.6,5.6,4.9
2020/01/14,02:00,流心,11.6,7.2,8.1,34.8,5.0,5.1
2020/01/14,03:00,流心,11.4,7.2,8.2,35.1,5.6,5.1
2020/01/14,04:00,流心,11.6,7.2,8.0,35.0,4.8,5.1
2020/01/14,05:00,流心,11.2,7.2,8.1,35.4,5.0,5.3
2020/01/14,06:00,流心,11.3,7.2,8.0,35.0,5.2,5.4
2020/01/14,07:00,流心,10.8,7.2,8.3,36.1,5.2,5.8
2020/01/14,08:00,流心,11.2,7.2,8.1,35.4,5.0,6.0
2020/01/14,09:00,流心,10.8,7.2,8.3,35.6,5.2,6.0
2020/01/14,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/14,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/14,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/14,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/14,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/14,15:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/14,16:00,流心,12.8,7.0,10.5,37.0,5.6,7.2
2020/01/14,17:00,流心,12.5,7.0,10.2,37.5,5.2,7.7
2020/01/14,18:00,流心,12.2,7.0,10.1,37.5,5.0,7.2
2020/01/14,19:00,流心,12.3,7.0,9.7,36.4,6.0,7.3
2020/01/14,20:00,流心,12.0,7.0,9.6,37.0,5.2,7.2
2020/01/14,21:00,流心,12.2,7.0,9.5,36.6,5.0,7.1
2020/01/14,22:00,流心,12.2,6.9,9.6,37.4,4.8,7.1
2020/01/14,23:00,流心,12.0,7.0,9.5,37.6,5.2,7.1
2020/01/14,24:00,流心,12.2,6.9,9.5,38.0,4.6,6.8
2020/01/15,01:00,流心,12.0,6.9,9.4,38.9,5.6,7.1
2020/01/15,02:00,流心,12.2,6.9,9.3,38.0,4.8,7.1
2020/01/15,03:00,流心,11.8,6.9,9.5,38.6,5.6,6.8
2020/01/15,04:00,流心,12.0,6.9,9.3,38.1,4.6,6.5
2020/01/15,05:00,流心,11.6,6.9,9.4,38.1,5.2,6.7
2020/01/15,06:00,流心,11.6,6.9,9.3,37.9,5.0,6.8
2020/01/15,07:00,流心,11.6,6.9,9.4,38.3,6.0,6.7
2020/01/15,08:00,流心,11.2,6.9,9.4,38.4,4.8,6.6
2020/01/15,09:00,流心,11.4,6.9,9.6,37.6,5.8,6.7
2020/01/15,10:00,流心,11.4,6.9,9.8,37.7,5.6,6.6
2020/01/15,11:00,流心,12.2,7.0,9.9,36.9,6.6,6.7
2020/01/15,12:00,流心,12.5,7.0,10.3,38.1,5.4,6.3
2020/01/15,13:00,流心,13.2,7.0,10.0,37.5,6.6,6.4
2020/01/15,14:00,流心,13.2,7.0,10.3,39.0,6.0,6.6
2020/01/15,15:00,流心,13.3,7.0,10.1,39.4,7.0,6.7
2020/01/15,16:00,流心,13.4,7.0,10.2,40.0,8.2,6.8
2020/01/15,17:00,流心,12.6,7.0,10.1,40.3,8.4,7.0
2020/01/15,18:00,流心,12.6,7.0,9.9,39.5,6.4,7.2
2020/01/15,19:00,流心,11.8,7.0,9.8,39.9,6.4,6.6
2020/01/15,20:00,流心,12.0,7.0,9.7,39.6,5.8,6.8
2020/01/15,21:00,流心,11.5,7.0,9.7,39.9,6.6,6.8
2020/01/15,22:00,流心,11.5,7.0,9.7,40.7,5.8,7.3
2020/01/15,23:00,流心,11.4,7.0,9.7,40.7,6.0,7.0
2020/01/15,24:00,流心,11.2,7.0,9.6,40.3,5.6,6.9
2020/01/16,01:00,流心,11.0,7.0,9.6,39.3,6.0,7.2
2020/01/16,02:00,流心,10.6,7.0,9.7,39.1,5.2,6.8
2020/01/16,03:00,流心,10.8,7.0,9.7,38.4,6.4,7.2
2020/01/16,04:00,流心,10.6,7.0,9.7,40.5,5.6,6.4
2020/01/16,05:00,流心,10.8,7.0,9.7,41.7,6.6,7.0
2020/01/16,06:00,流心,10.6,7.0,9.6,43.3,5.6,7.0
2020/01/16,07:00,流心,10.6,7.0,9.7,42.9,5.8,7.8
